"id","source_review_id","response","response_2","response_3","confidence_score","polarity","degree","response_confidence_score"
"113051","Mx2V4FR39HK49QV","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","69.6175","positive","","97.35"
"112544","Mx2VFNWCY3JL9JD","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","32.4266666667","positive","","97.35"
"113951","Mx2VXXW7371LNJA","DearRaja, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","","-26.4433333333","negative","","98.7"
"112532","Mx2XND408Y9VFF4","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","67.49","positive","","98.0"
"113271","Mx2Y5TN0UTO6JO8","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","53.5085714286","positive","","94.0"
"112883","Mx2YPC7ALOBTG46","Our customers are our first priority. We are happy that the food was liked by your dog!","","","63.0733333333","positive","","97.35"
"113151","Mx339J07NAQS67G","Our customers are our first priority. We are happy that the food was liked by your dog!","","","82.006","positive","","98.05"
"112984","Mx33UQO66W44KO3","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","63.8666666667","positive","","99.35"
"113068","Mx33X86P2J9H71K","Our customers are our first priority. We are happy that the food was liked by your dog!","","","69.8525","positive","","97.35"
"112985","Mx3A60UJOC3CCF5","Our customers are our first priority. We are happy that the food was liked by your dog!","","","63.8666666667","positive","","99.35"
"113673","Mx3AP6YIAV7BPBW","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","88.49","positive","","100.0"
"112661","Mx3E4C6XBA2G9HT","Our customers are our first priority. We are happy that the food was liked by your dog!","","","60.5566666667","positive","","99.35"
"112954","Mx3EEW76JOIROUE","Our customers are our first priority. We are happy that the food was liked by your dog!","","","47.285","positive","","-6.0"
"113108","Mx3HC350284EOTW","Our customers are our first priority. We are happy that the food was liked by your dog!","","","63.0733333333","positive","","97.35"
"112591","Mx3LHR97RD824OL","Our customers are our first priority. We are happy that the food was liked by your dog!","","","67.49","positive","","98.0"
"113174","Mx3M0S7WNQM2LHP","Our customers are our first priority. We are happy that the food was liked by your dog!","","","31.7233333333","positive","","99.35"
"113192","Mx3M2PI56D2YWL2","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","63.0733333333","positive","","96.0"
"112672","Mx3TJKGLVF3O74I","Our customers are our first priority. We are happy that the food was liked by your dog!","","","63.8666666667","positive","","99.35"
"113952","Mx3V34Q8DARKS2","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","54.051","positive","","98.7"
"113423","Mx3VOHIYAMGKXZO","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","70.9625","positive","","-4.0"
"112973","MxA0QW30S77GOS","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","63.0733333333","positive","","97.35"
"113950","MxB87VOVYOJWCS","DearRaja, We are sorry for the difficulty caused to you and your pet. We ask for you to share your contact details with the goal that we can help you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","","-5.4875","negative","","98.05"
"112471","MxCMHBK871PG64","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","63.0733333333","positive","","96.0"
"112809","MxCOO5AK7VWAEI","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","63.8666666667","positive","","99.35"
"113270","MxFVSGSCMF0Z59","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","53.5085714286","positive","","-4.0"
"112826","MxGRBC9O1RPQ51","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","69.8525","positive","","97.35"
"112492","MxGV193P62210N","Our customers are our first priority. We are happy that the food was liked by your dog!","","","48.505","positive","","96.0"
"113150","MxIQI2HBUGJZ52","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","82.006","positive","","98.05"
"112961","MxJL2ITHTS9CQS","Our customers are our first priority. We are happy that the food was liked by your dog!","","","69.77","positive","","99.35"
"112970","MxK2VWFRNF7KC0","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","67.49","positive","","99.35"
"113173","MxTCYK0AFHHTDU","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","31.7233333333","positive","","99.35"
"113010","MxVEI81A8ZPE8T","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","32.7716666667","positive","","98.05"
"112476","MxVSUILBWDMLN1","Our customers are our first priority. We are happy that the food was liked by your dog!","","","63.0733333333","positive","","96.0"
"113856","MxZWZXDM0HA7V1","DearkK, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","","-31.8566666667","negative","","98.7"
"106401","R101LW94H94OKR","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","94.87","positive","","98.0"
"108394","R1025DSYXL9IXN","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","40.685","positive","","0.0"
"107047","R10296QUMFSS9K","Our customers are our first priority. We are happy that the food was liked by your dog!","","","47.725","positive","","0.0"
"107466","R103H6KDH977HC","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","88.49","positive","","100.0"
"105996","R103YU1WWLELF","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","44.245","positive","","0.0"
"112566","R107DKEFKQZ918","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","95.16","positive","","100.0"
"109514","R107ICGXSLD8A2","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","31.7766666667","positive","","99.35"
"114412","R107RCVZHM2VS1","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","83.21","positive","","100.0"
"109258","R108REZSPWA8NX","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","96.34","positive","","98.0"
"110498","R10CI9WJD7VM0V","Our customers are our first priority. We are happy that the food was liked by your dog!","","","91.145","positive","","98.0"
"112578","R10E1MG97WZHNG","DearK C Gupta, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","","-84.8","negative","","99.35"
"107093","R10F2WVCC5YCSU","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","44.245","positive","","0.0"
"106197","R10F31F9F5129","Our customers are our first priority. We are happy that the food was liked by your dog!","","","43.71","positive","","0.0"
"106588","R10FA82M0VBVNQ","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","79.26","positive","","0.0"
"109703","R10FMA7B8UYUIH","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","24.465","positive","","98.05"
"109300","R10GXMVHACOXTZ","Our customers are our first priority. We are happy that the food was liked by your dog!","","","88.49","positive","","99.35"
"106427","R10I3SHJM8DICS","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","86.19","positive","","100.0"
"110199","R10IN58ELEPVDP","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","43.095","positive","","98.0"
"106815","R10INVNPUTL88W","DearKul Doge, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","","-32.462","negative","","99.35"
"106350","R10J7VMG57Z967","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","98.84","positive","","-2.0"
"108370","R10JDOFYL6LS66","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","99.18","positive","","100.0"
"108761","R10KX9405VAKU1","Our customers are our first priority. We are happy that the food was liked by your dog!","","","59.82","positive","","98.7"
"107181","R10LCSVXCE5RN4","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","0.0","negative","","100.0"
"108846","R10LQ8870OQSX0","","","","-3.915","negative","","0.0"
"109677","R10N2V3PE5Y6J3","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","85.38","positive","","99.35"
"111158","R10NCA0JO8I3PP","DearShanSand, We are sorry for the inconvenience caused.Please get in touch with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","","-85.85","negative","","100.0"
"107369","R10NEPBS1ZFBHE","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","43.71","positive","","98.0"
"110259","R10OMNJAJN3CR9","Our customers are our first priority. We are happy that the food was liked by your dog!","","","86.19","positive","","98.0"
"108847","R10Q40AKQ6RSAU","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","44.245","positive","","98.0"
"107987","R10QC25285YXYO","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","97.01","positive","","98.0"
"108733","R10QTY8LIAK5FP","Our customers are our first priority. We are happy that the food was liked by your dog!","","","44.245","positive","","98.0"
"106535","R10QYV31KEGS18","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","93.835","positive","","96.0"
"106684","R10SJHAC8D9EHF","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","43.095","positive","","98.0"
"106648","R10SMFWD9SV6VX","Our customers are our first priority. We are happy that the food was liked by your dog!","","","92.31","positive","","98.0"
"113427","R10SVI5E7V8ILP","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","94.87","positive","","98.0"
"109171","R10U1C4B7MBT72","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","43.71","positive","","98.0"
"113052","R10UQ37JMXJ32P","Dearvishal kushwaha, We apologize for the inconvenience caused. Please get in touch with us on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","","-93.33","negative","","98.0"
"108935","R10UUCXVY2MSXY","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","0.0","negative","","98.0"
"109589","R10V5PWU7TX8UV","Our customers are our first priority. We are happy that the food was liked by your dog!","","","44.245","positive","","98.0"
"109928","R10VDX0VKDE3W5","Our customers are our first priority. We are happy that the food was liked by your dog!","","","44.245","positive","","98.0"
"110156","R10W5A2ILBK2BX","DearJan Palmer, We are sorry for the difficulty caused to you and your pet. We ask for you to share your contact details with the goal that we can help you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","","-82.14","negative","","99.35"
"107624","R10WBDPJQHDKR2","Our customers are our first priority. We are happy that the food was liked by your dog!","","","44.245","positive","","98.0"
"113322","R10WEGGRR30JD1","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","0.0","negative","","98.0"
"107695","R10WJNSL4DM6LL","Our customers are our first priority. We are happy that the food was liked by your dog!","","","98.55","positive","","98.0"
"107921","R10WWEV86PBK41","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","44.245","positive","","98.0"
"108547","R10XD1ZXLZP2PF","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","90.23","positive","","100.0"
"110574","R10Y5GW9400LEE","Our customers are our first priority. We are happy that the food was liked by your dog!","","","47.27","positive","","0.0"
"110382","R10YVRXQ0AFAIW","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","43.71","positive","","98.0"
"112714","R10ZLYYYKFV03U","DearAmazon Customer, We are sorry for the difficulty caused to you and your pet. We ask for you to share your contact details with the goal that we can help you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","","-0.791111111111","negative","","99.35"
"108828","R110GBHDVX70ND","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","60.3966666667","positive","","98.0"
"109496","R1113C8RDBRSD3","Our customers are our first priority. We are happy that the food was liked by your dog!","","","9.6225","positive","","97.35"
"109291","R111NMCH34M419","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","99.46","positive","","99.35"
"113194","R11269Y9T7MQGF","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","86.19","positive","","98.0"
"106549","R112GDY0KQ42WL","Our customers are our first priority. We are happy that the food was liked by your dog!","","","28.73","positive","","98.0"
"109073","R1139SYQ870L3E","Our customers are our first priority. We are happy that the food was liked by your dog!","","","15.49","positive","","-4.0"
"107062","R114AIL18ICUPZ","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","44.245","positive","","98.0"
"107578","R1160BSPXTB4NF","Our customers are our first priority. We are happy that the food was liked by your dog!","","","0.0","negative","","98.0"
"110422","R118VG3NBTQ7S4","DearVaibhav Lonkar, We are sorry for the difficulty caused to you and your pet. We ask for you to share your contact details with the goal that we can help you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","","-1.04555555556","negative","","97.4"
"106017","R119E45IM3RYO8","Our customers are our first priority. We are happy that the food was liked by your dog!","","","0.0","negative","","100.0"
"114289","R11ABYCVOYJZ80","Our customers are our first priority. We are happy that the food was liked by your dog!","","","97.15","positive","","98.0"
"106602","R11BAHJMCMUTZB","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","0.0","negative","","98.0"
"109395","R11BRWTGF7C15W","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","88.29","positive","","0.0"
"106809","R11C1ULM38CDVO","Our customers are our first priority. We are happy that the food was liked by your dog!","","","27.472","positive","","98.05"
"110543","R11DOD2SN90G3N","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","16.2","positive","","96.0"
"110685","R11DPCGM3W0BOA","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","44.245","positive","","98.0"
"110429","R11DQ7CT682BV3","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","43.71","positive","","0.0"
"110710","R11E78M1PLVVLT","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","95.45","positive","","0.0"
"109354","R11ESOP0DUAB45","","","","-78.68","negative","","0.0"
"109478","R11EUH598WMZ2Q","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","86.19","positive","","100.0"
"108815","R11FNQL8L4ZSWB","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","88.49","positive","","99.35"
"106474","R11GRT3HP4GSN2","Our customers are our first priority. We are happy that the food was liked by your dog!","","","44.245","positive","","98.0"
"110506","R11H4W1E566RUV","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","94.87","positive","","98.0"
"110210","R11HUHE538K07C","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","47.27","positive","","98.0"
"112801","R11IO9SH27K5LD","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","60.63","positive","","100.0"
"113394","R11JE4GL336OVS","DearM VENKATESH, We are sorry for the difficulty caused to you and your pet. We ask for you to share your contact details with the goal that we can help you better on our toll free number 1800 4071 12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree.","","","-88.42","negative","","99.35"
"110686","R11JH67UHVL536","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","49.9633333333","positive","","100.0"
"108355","R11JXGVGXIVITN","Our customers are our first priority. We are happy that the food was liked by your dog!","","","44.245","positive","","0.0"
"109688","R11KGWWPCLOVF4","Our customers are our first priority. We are happy that the food was liked by your dog!","","","28.73","positive","","98.0"
"106779","R11KVCQ2R4NEUK","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","1.2","positive","","98.0"
"110375","R11L83VYTLAKUJ","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","90.365","positive","","99.35"
"109730","R11MM2CH8Z611B","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","41.605","positive","","98.0"
"107121","R11P7YAILEOKCW","Our customers are our first priority. We are happy that the food was liked by your dog!","","","97.98","positive","","98.0"
"113112","R11Q3B6QAFX3Q7","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","95.7","positive","","99.35"
"110144","R11Q51CG1YYA24","Our customers are our first priority. We are happy that the food was liked by your dog!","","","64.955","positive","","99.35"
"113152","R11QRWCOAEZDXX","Our customers are our first priority. We are happy that the food was liked by your dog!","","","24.2875","positive","","98.05"
"106603","R11SK6NFOUQ2C8","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","88.49","positive","","98.0"
"112664","R11YAENP3KJMQU","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","86.19","positive","","98.0"
"107410","R11ZYIYOMUYCAI","We are happy that the product met your expectations! Thanks customer name for leaving the review.","","","88.49","positive","","99.35"
"105991","R120KYCEAU6XVK","Our customers are our first priority. We are happy that the food was liked by your dog!","","","90.99","positive","","0.0"
"107905","R122M5O5H7X5P9","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","0.0","negative","","-4.0"
"110718","R123HSV3Q5U3WI","Glad that your pet liked it customer name. Thanks for writing back and keep sharing your wonderful experiences with us!","","","40.285","positive","","96.0"
"107456","R123Q1M4D15NPK","Our customers are our first priority. We are happy that the food was liked by your dog!","","","32.3366666667","positive","","98.0"
"106422","R12441U3ZCMJVK","Our customers are our first priority. We are happy that the food was liked by your dog!","","","88.49","positive","","100.0"
